,Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
10987,0,0.495,0.4,0.155,0.6445,0.242,0.1325,0.205,17
10988,2,0.595,0.475,0.17,1.0965,0.419,0.229,0.35,17
10989,1,0.59,0.465,0.195,1.0885,0.3685,0.187,0.375,17
10990,0,0.63,0.48,0.175,1.3675,0.5015,0.3035,0.515,17
10991,2,0.575,0.435,0.15,0.805,0.293,0.1625,0.27,17
10992,1,0.535,0.42,0.145,0.926,0.398,0.1965,0.25,17
10993,0,0.555,0.435,0.165,0.97,0.336,0.2315,0.295,17
10994,2,0.54,0.435,0.18,0.996,0.3835,0.226,0.325,17
10995,2,0.595,0.475,0.17,1.0965,0.419,0.229,0.35,17
10996,0,0.635,0.505,0.185,1.3035,0.501,0.295,0.41,17
10997,0,0.53,0.42,0.13,1.001,0.34,0.226,0.265,17
10998,0,0.53,0.43,0.17,0.775,0.35,0.152,0.235,17
10999,2,0.64,0.52,0.2,1.407,0.566,0.304,0.455,17
11000,2,0.655,0.485,0.195,1.62,0.6275,0.358,0.485,17
11001,0,0.5,0.38,0.155,0.655,0.2405,0.143,0.205,17
11002,0,0.5,0.38,0.155,0.655,0.2405,0.143,0.205,17
11003,2,0.585,0.465,0.19,1.171,0.3905,0.2355,0.4,17
11004,0,0.49,0.36,0.11,0.5005,0.161,0.107,0.195,17
11005,2,0.565,0.425,0.16,0.9425,0.3495,0.2185,0.275,17
11006,1,0.635,0.505,0.19,1.3315,0.5805,0.252,0.435,17
11007,2,0.565,0.47,0.195,1.142,0.387,0.258,0.35,17
11008,1,0.55,0.44,0.165,0.8605,0.312,0.169,0.3,17
11009,0,0.545,0.405,0.175,0.98,0.2585,0.207,0.38,18
11010,0,0.545,0.405,0.175,0.98,0.2585,0.207,0.38,18
11011,2,0.665,0.525,0.165,1.338,0.5515,0.3575,0.35,18
11012,2,0.635,0.51,0.155,1.156,0.428,0.289,0.315,18
11013,0,0.66,0.525,0.205,1.3665,0.5005,0.291,0.41,18
11014,2,0.525,0.425,0.12,0.8665,0.2825,0.176,0.29,18
11015,0,0.66,0.525,0.205,1.3665,0.5005,0.291,0.41,18
11016,0,0.66,0.525,0.205,1.3665,0.5005,0.291,0.41,18
11017,0,0.575,0.45,0.17,1.0475,0.3775,0.1705,0.385,18
11018,0,0.61,0.485,0.165,1.0915,0.3935,0.2435,0.33,18
11019,2,0.635,0.51,0.155,1.156,0.428,0.289,0.315,18
11020,2,0.665,0.525,0.165,1.338,0.5515,0.3575,0.35,18
11021,0,0.5,0.405,0.14,0.6735,0.265,0.124,0.25,18
11022,1,0.58,0.49,0.195,1.3165,0.5305,0.254,0.41,18
11023,2,0.615,0.48,0.19,1.36,0.5305,0.2375,0.47,18
11024,2,0.7,0.53,0.19,1.3185,0.548,0.233,0.42,18
11025,0,0.6,0.475,0.18,1.162,0.511,0.2675,0.32,18
11026,0,0.645,0.49,0.19,1.3065,0.479,0.3565,0.345,18
11027,0,0.6,0.475,0.18,1.162,0.511,0.2675,0.32,18
11028,1,0.525,0.41,0.175,0.874,0.3585,0.207,0.205,18
11029,2,0.605,0.475,0.16,1.616,0.5495,0.332,0.34,18
11030,2,0.64,0.505,0.165,1.4435,0.6145,0.3035,0.39,18
11031,2,0.52,0.435,0.195,0.973,0.2985,0.2135,0.355,18
11032,2,0.64,0.505,0.165,1.4435,0.6145,0.3035,0.39,18
11033,2,0.57,0.475,0.195,1.0295,0.4635,0.1905,0.305,18
11034,0,0.5,0.405,0.14,0.6735,0.265,0.124,0.25,18
11035,0,0.545,0.405,0.175,0.98,0.2585,0.207,0.38,18
11036,0,0.6,0.475,0.18,1.162,0.511,0.2675,0.32,18
11037,0,0.565,0.48,0.175,0.957,0.3885,0.215,0.275,18
11038,1,0.58,0.49,0.195,1.3165,0.5305,0.254,0.41,18
11039,2,0.7,0.53,0.19,1.3185,0.548,0.233,0.42,18
11040,2,0.615,0.48,0.19,1.36,0.5305,0.2375,0.47,18
11041,0,0.635,0.5,0.18,1.312,0.529,0.2485,0.485,18
11042,0,0.5,0.405,0.14,0.6735,0.265,0.124,0.25,18
11043,0,0.58,0.455,0.155,0.8365,0.315,0.1385,0.32,18
11044,0,0.6,0.475,0.18,1.162,0.511,0.2675,0.32,18
11045,2,0.525,0.425,0.12,0.8665,0.2825,0.176,0.29,18
11046,2,0.665,0.525,0.165,1.338,0.5515,0.3575,0.35,18
11047,0,0.545,0.405,0.175,0.98,0.2585,0.207,0.38,18
11048,2,0.605,0.49,0.18,1.227,0.48,0.287,0.35,18
11049,0,0.64,0.54,0.175,1.571,0.627,0.271,0.475,18
11050,2,0.565,0.455,0.17,0.9065,0.342,0.156,0.32,18
11051,0,0.565,0.48,0.175,0.957,0.3885,0.215,0.275,18
11052,2,0.57,0.475,0.195,1.0295,0.4635,0.1905,0.305,18
11053,0,0.64,0.54,0.175,1.571,0.627,0.271,0.475,18
11054,2,0.615,0.48,0.19,1.36,0.5305,0.2375,0.47,18
11055,0,0.64,0.54,0.175,1.571,0.627,0.271,0.475,18
11056,2,0.64,0.505,0.165,1.4435,0.6145,0.3035,0.39,18
11057,2,0.7,0.53,0.19,1.3185,0.548,0.233,0.42,18
11058,0,0.64,0.54,0.175,1.571,0.627,0.271,0.475,18
11059,2,0.57,0.475,0.195,1.0295,0.4635,0.1905,0.305,18
11060,2,0.605,0.475,0.16,1.616,0.5495,0.332,0.34,18
11061,0,0.66,0.525,0.205,1.3665,0.5005,0.291,0.41,18
11062,0,0.655,0.5,0.18,1.4155,0.508,0.314,0.445,18
11063,2,0.645,0.485,0.155,1.489,0.5915,0.312,0.38,18
11064,0,0.575,0.45,0.17,1.0475,0.3775,0.1705,0.385,18
11065,0,0.64,0.54,0.175,1.571,0.627,0.271,0.475,18
11066,2,0.7,0.53,0.19,1.3185,0.548,0.233,0.42,18
11067,2,0.52,0.435,0.195,0.973,0.2985,0.2135,0.355,18
11068,0,0.64,0.54,0.175,1.571,0.627,0.271,0.475,18
11069,0,0.645,0.49,0.19,1.3065,0.479,0.3565,0.345,18
11070,0,0.64,0.54,0.175,1.571,0.627,0.271,0.475,18
11071,2,0.52,0.435,0.195,0.973,0.2985,0.2135,0.355,18
11072,0,0.565,0.48,0.175,0.957,0.3885,0.215,0.275,18
11073,1,0.525,0.41,0.175,0.874,0.3585,0.207,0.205,18
11074,0,0.57,0.45,0.175,0.9555,0.38,0.1665,0.295,18
11075,2,0.7,0.53,0.19,1.3185,0.548,0.233,0.42,18
11076,2,0.565,0.455,0.17,0.9065,0.342,0.156,0.32,18
11077,2,0.7,0.53,0.19,1.3185,0.548,0.233,0.42,18
11078,1,0.525,0.41,0.175,0.874,0.3585,0.207,0.205,18
11079,2,0.57,0.475,0.195,1.0295,0.4635,0.1905,0.305,18
11080,2,0.635,0.51,0.155,1.156,0.428,0.289,0.315,18
11081,2,0.525,0.425,0.12,0.8665,0.2825,0.176,0.29,18
11082,0,0.5,0.405,0.14,0.6735,0.265,0.124,0.25,18
11083,2,0.565,0.455,0.17,0.9065,0.342,0.156,0.32,18
11084,0,0.61,0.485,0.165,1.0915,0.3935,0.2435,0.33,18
11085,2,0.635,0.51,0.155,1.156,0.428,0.289,0.315,18
11086,2,0.545,0.41,0.145,0.873,0.3035,0.196,0.31,18
11087,0,0.635,0.5,0.18,1.312,0.529,0.2485,0.485,18
11088,2,0.525,0.425,0.12,0.8665,0.2825,0.176,0.29,18
11089,2,0.48,0.395,0.15,0.6815,0.2145,0.1405,0.2495,18
11090,2,0.48,0.395,0.15,0.6815,0.2145,0.1405,0.2495,18
11091,0,0.565,0.455,0.15,0.8205,0.365,0.159,0.26,18
11092,2,0.48,0.395,0.15,0.6815,0.2145,0.1405,0.2495,18
11093,1,0.58,0.49,0.195,1.3165,0.5305,0.254,0.41,18
11094,0,0.645,0.49,0.19,1.3065,0.479,0.3565,0.345,18
11095,0,0.545,0.405,0.175,0.98,0.2585,0.207,0.38,18
11096,0,0.57,0.45,0.175,0.9555,0.38,0.1665,0.295,18
11097,2,0.565,0.455,0.17,0.9065,0.342,0.156,0.32,18
11098,0,0.61,0.485,0.165,1.0915,0.3935,0.2435,0.33,18
11099,2,0.635,0.51,0.155,1.156,0.428,0.289,0.315,18
11100,2,0.52,0.435,0.195,0.973,0.2985,0.2135,0.355,18
11101,0,0.645,0.49,0.19,1.3065,0.479,0.3565,0.345,18
11102,0,0.64,0.54,0.175,1.571,0.627,0.271,0.475,18
11103,2,0.605,0.475,0.16,1.616,0.5495,0.332,0.34,18
11104,0,0.565,0.48,0.175,0.957,0.3885,0.215,0.275,18
11105,2,0.57,0.475,0.195,1.0295,0.4635,0.1905,0.305,18
11106,0,0.635,0.5,0.18,1.312,0.529,0.2485,0.485,18
11107,0,0.635,0.5,0.18,1.312,0.529,0.2485,0.485,18
11108,1,0.58,0.49,0.195,1.3165,0.5305,0.254,0.41,18
11109,2,0.605,0.49,0.18,1.227,0.48,0.287,0.35,18
11110,2,0.7,0.53,0.19,1.3185,0.548,0.233,0.42,18
11111,0,0.57,0.45,0.175,0.9555,0.38,0.1665,0.295,18
11112,0,0.545,0.405,0.175,0.98,0.2585,0.207,0.38,18
11113,2,0.545,0.41,0.145,0.873,0.3035,0.196,0.31,18
11114,2,0.545,0.41,0.145,0.873,0.3035,0.196,0.31,18
11115,0,0.6,0.475,0.18,1.162,0.511,0.2675,0.32,18
11116,2,0.645,0.485,0.155,1.489,0.5915,0.312,0.38,18
11117,2,0.57,0.475,0.195,1.0295,0.4635,0.1905,0.305,18
11118,0,0.635,0.5,0.18,1.312,0.529,0.2485,0.485,18
11119,0,0.545,0.405,0.175,0.98,0.2585,0.207,0.38,18
11120,2,0.635,0.51,0.155,1.156,0.428,0.289,0.315,18
11121,0,0.565,0.48,0.175,0.957,0.3885,0.215,0.275,18
11122,0,0.565,0.48,0.175,0.957,0.3885,0.215,0.275,18
11123,2,0.52,0.435,0.195,0.973,0.2985,0.2135,0.355,18
11124,2,0.605,0.475,0.16,1.616,0.5495,0.332,0.34,18
11125,0,0.635,0.5,0.18,1.312,0.529,0.2485,0.485,18
11126,2,0.605,0.475,0.16,1.616,0.5495,0.332,0.34,18
11127,2,0.605,0.49,0.18,1.227,0.48,0.287,0.35,18
11128,0,0.61,0.485,0.165,1.0915,0.3935,0.2435,0.33,18
11129,1,0.525,0.41,0.175,0.874,0.3585,0.207,0.205,18
11130,2,0.615,0.48,0.19,1.36,0.5305,0.2375,0.47,18
11131,0,0.6,0.475,0.18,1.162,0.511,0.2675,0.32,18
11132,0,0.61,0.485,0.165,1.0915,0.3935,0.2435,0.33,18
11133,2,0.615,0.48,0.19,1.36,0.5305,0.2375,0.47,18
11134,2,0.7,0.53,0.19,1.3185,0.548,0.233,0.42,18
11135,0,0.61,0.485,0.165,1.0915,0.3935,0.2435,0.33,18
11136,0,0.635,0.5,0.18,1.312,0.529,0.2485,0.485,18
11137,0,0.545,0.405,0.175,0.98,0.2585,0.207,0.38,18
11138,2,0.605,0.475,0.16,1.616,0.5495,0.332,0.34,18
11139,2,0.64,0.505,0.165,1.4435,0.6145,0.3035,0.39,18
11140,0,0.57,0.45,0.175,0.9555,0.38,0.1665,0.295,18
11141,2,0.565,0.455,0.17,0.9065,0.342,0.156,0.32,18
11142,0,0.5,0.405,0.14,0.6735,0.265,0.124,0.25,18
11143,0,0.6,0.475,0.18,1.162,0.511,0.2675,0.32,18
11144,2,0.565,0.455,0.17,0.9065,0.342,0.156,0.32,18
11145,0,0.61,0.485,0.165,1.0915,0.3935,0.2435,0.33,18
11146,0,0.645,0.525,0.19,1.8085,0.7035,0.3885,0.395,18
11147,1,0.58,0.49,0.195,1.3165,0.5305,0.254,0.41,18
11148,0,0.565,0.48,0.175,0.957,0.3885,0.215,0.275,18
11149,2,0.605,0.49,0.18,1.227,0.48,0.287,0.35,18
11150,2,0.52,0.435,0.195,0.973,0.2985,0.2135,0.355,18
11151,0,0.64,0.54,0.175,1.571,0.627,0.271,0.475,18
11152,2,0.615,0.48,0.19,1.36,0.5305,0.2375,0.47,18
11153,1,0.58,0.49,0.195,1.3165,0.5305,0.254,0.41,18
11154,0,0.57,0.45,0.175,0.9555,0.38,0.1665,0.295,18
11155,2,0.645,0.485,0.155,1.489,0.5915,0.312,0.38,18
11156,2,0.57,0.475,0.195,1.0295,0.4635,0.1905,0.305,18
11157,2,0.635,0.51,0.155,1.156,0.428,0.289,0.315,18
11158,0,0.635,0.5,0.18,1.312,0.529,0.2485,0.485,18
11159,0,0.5,0.405,0.14,0.6735,0.265,0.124,0.25,18
11160,2,0.57,0.475,0.195,1.0295,0.4635,0.1905,0.305,18
11161,0,0.61,0.485,0.165,1.0915,0.3935,0.2435,0.33,18
11162,0,0.66,0.525,0.205,1.3665,0.5005,0.291,0.41,18
11163,2,0.525,0.425,0.12,0.8665,0.2825,0.176,0.29,18
11164,2,0.64,0.505,0.165,1.4435,0.6145,0.3035,0.39,18
11165,0,0.61,0.485,0.165,1.0915,0.3935,0.2435,0.33,18
11166,2,0.565,0.455,0.17,0.9065,0.342,0.156,0.32,18
11167,0,0.5,0.405,0.14,0.6735,0.265,0.124,0.25,18
11168,0,0.575,0.45,0.17,1.0475,0.3775,0.1705,0.385,18
11169,1,0.58,0.49,0.195,1.3165,0.5305,0.254,0.41,18
11170,2,0.605,0.49,0.18,1.227,0.48,0.287,0.35,18
11171,0,0.61,0.485,0.165,1.0915,0.3935,0.2435,0.33,18
11172,2,0.635,0.51,0.155,1.156,0.428,0.289,0.315,18
11173,0,0.545,0.405,0.175,0.98,0.2585,0.207,0.38,18
11174,2,0.615,0.48,0.19,1.36,0.5305,0.2375,0.47,18
11175,0,0.66,0.525,0.205,1.3665,0.5005,0.291,0.41,18
11176,0,0.545,0.405,0.175,0.98,0.2585,0.207,0.38,18
11177,2,0.635,0.51,0.155,1.156,0.428,0.289,0.315,18
11178,2,0.665,0.525,0.165,1.338,0.5515,0.3575,0.35,18
11179,1,0.525,0.41,0.175,0.874,0.3585,0.207,0.205,18
11180,0,0.565,0.455,0.15,0.8205,0.365,0.159,0.26,18
11181,0,0.575,0.45,0.17,1.0475,0.3775,0.1705,0.385,18
11182,1,0.58,0.49,0.195,1.3165,0.5305,0.254,0.41,18
11183,2,0.48,0.395,0.15,0.6815,0.2145,0.1405,0.2495,18
11184,2,0.64,0.505,0.165,1.4435,0.6145,0.3035,0.39,18
11185,2,0.605,0.475,0.16,1.616,0.5495,0.332,0.34,18
11186,0,0.565,0.455,0.15,0.8205,0.365,0.159,0.26,18
11187,1,0.58,0.49,0.195,1.3165,0.5305,0.254,0.41,18
11188,2,0.605,0.475,0.16,1.616,0.5495,0.332,0.34,18
11189,2,0.64,0.505,0.165,1.4435,0.6145,0.3035,0.39,18
11190,2,0.525,0.425,0.12,0.8665,0.2825,0.176,0.29,18
11191,2,0.525,0.425,0.12,0.8665,0.2825,0.176,0.29,18
11192,2,0.7,0.53,0.19,1.3185,0.548,0.233,0.42,18
11193,2,0.665,0.525,0.165,1.338,0.5515,0.3575,0.35,18
11194,2,0.605,0.49,0.18,1.227,0.48,0.287,0.35,18
11195,2,0.545,0.41,0.145,0.873,0.3035,0.196,0.31,18
11196,2,0.64,0.505,0.165,1.4435,0.6145,0.3035,0.39,18
11197,2,0.605,0.49,0.18,1.227,0.48,0.287,0.35,18
11198,0,0.565,0.48,0.175,0.957,0.3885,0.215,0.275,18
11199,0,0.58,0.455,0.155,0.8365,0.315,0.1385,0.32,18
11200,0,0.575,0.45,0.17,1.0475,0.3775,0.1705,0.385,18
11201,2,0.7,0.53,0.19,1.3185,0.548,0.233,0.42,18
11202,0,0.545,0.405,0.175,0.98,0.2585,0.207,0.38,18
11203,0,0.66,0.525,0.205,1.3665,0.5005,0.291,0.41,18
11204,2,0.665,0.525,0.165,1.338,0.5515,0.3575,0.35,18
11205,2,0.545,0.41,0.145,0.873,0.3035,0.196,0.31,18
11206,1,0.65,0.525,0.18,1.626,0.597,0.3445,0.53,18
11207,0,0.64,0.54,0.175,1.571,0.627,0.271,0.475,18
11208,2,0.48,0.395,0.15,0.6815,0.2145,0.1405,0.2495,18
11209,2,0.615,0.48,0.19,1.36,0.5305,0.2375,0.47,18
11210,0,0.64,0.54,0.175,1.571,0.627,0.271,0.475,18
11211,0,0.575,0.45,0.17,1.0475,0.3775,0.1705,0.385,18
11212,2,0.52,0.435,0.195,0.973,0.2985,0.2135,0.355,18
11213,2,0.7,0.53,0.19,1.3185,0.548,0.233,0.42,18
11214,0,0.645,0.525,0.19,1.8085,0.7035,0.3885,0.395,18
11215,2,0.52,0.435,0.195,0.973,0.2985,0.2135,0.355,18
11216,0,0.5,0.405,0.14,0.6735,0.265,0.124,0.25,18
11217,0,0.565,0.455,0.15,0.8205,0.365,0.159,0.26,18
11218,0,0.645,0.525,0.19,1.8085,0.7035,0.3885,0.395,18
11219,1,0.525,0.41,0.175,0.874,0.3585,0.207,0.205,18
11220,0,0.66,0.525,0.205,1.3665,0.5005,0.291,0.41,18
11221,2,0.565,0.455,0.17,0.9065,0.342,0.156,0.32,18
11222,1,0.65,0.525,0.18,1.626,0.597,0.3445,0.53,18
11223,2,0.7,0.53,0.19,1.3185,0.548,0.233,0.42,18
11224,2,0.635,0.51,0.155,1.156,0.428,0.289,0.315,18
11225,2,0.615,0.48,0.19,1.36,0.5305,0.2375,0.47,18
11226,2,0.7,0.53,0.19,1.3185,0.548,0.233,0.42,18
11227,0,0.575,0.45,0.17,1.0475,0.3775,0.1705,0.385,18
11228,2,0.64,0.505,0.165,1.4435,0.6145,0.3035,0.39,18
11229,0,0.635,0.5,0.18,1.312,0.529,0.2485,0.485,18
11230,0,0.565,0.48,0.175,0.957,0.3885,0.215,0.275,18
11231,0,0.58,0.455,0.155,0.8365,0.315,0.1385,0.32,18
11232,1,0.525,0.41,0.175,0.874,0.3585,0.207,0.205,18
11233,0,0.645,0.49,0.19,1.3065,0.479,0.3565,0.345,18
11234,0,0.655,0.5,0.18,1.4155,0.508,0.314,0.445,18
11235,2,0.565,0.455,0.17,0.9065,0.342,0.156,0.32,18
11236,0,0.66,0.525,0.205,1.3665,0.5005,0.291,0.41,18
11237,1,0.525,0.41,0.175,0.874,0.3585,0.207,0.205,18
11238,2,0.615,0.48,0.19,1.36,0.5305,0.2375,0.47,18
11239,0,0.565,0.455,0.15,0.8205,0.365,0.159,0.26,18
11240,0,0.66,0.525,0.205,1.3665,0.5005,0.291,0.41,18
11241,2,0.615,0.48,0.19,1.36,0.5305,0.2375,0.47,18
11242,0,0.565,0.48,0.175,0.957,0.3885,0.215,0.275,18
11243,2,0.665,0.525,0.165,1.338,0.5515,0.3575,0.35,18
11244,0,0.6,0.475,0.18,1.162,0.511,0.2675,0.32,18
11245,0,0.645,0.525,0.19,1.8085,0.7035,0.3885,0.395,18
11246,2,0.64,0.505,0.165,1.4435,0.6145,0.3035,0.39,18
11247,2,0.605,0.475,0.16,1.616,0.5495,0.332,0.34,18
11248,2,0.645,0.485,0.155,1.489,0.5915,0.312,0.38,18
11249,0,0.61,0.485,0.165,1.0915,0.3935,0.2435,0.33,18
11250,0,0.57,0.45,0.175,0.9555,0.38,0.1665,0.295,18
11251,2,0.645,0.485,0.155,1.489,0.5915,0.312,0.38,18
11252,0,0.58,0.455,0.155,0.8365,0.315,0.1385,0.32,18
11253,2,0.64,0.505,0.165,1.4435,0.6145,0.3035,0.39,18
11254,0,0.5,0.405,0.14,0.6735,0.265,0.124,0.25,18
11255,2,0.665,0.525,0.165,1.338,0.5515,0.3575,0.35,18
11256,0,0.565,0.48,0.175,0.957,0.3885,0.215,0.275,18
11257,1,0.65,0.525,0.18,1.626,0.597,0.3445,0.53,18
11258,1,0.525,0.41,0.175,0.874,0.3585,0.207,0.205,18
11259,2,0.665,0.525,0.165,1.338,0.5515,0.3575,0.35,18
11260,0,0.5,0.405,0.14,0.6735,0.265,0.124,0.25,18
11261,0,0.565,0.455,0.15,0.8205,0.365,0.159,0.26,18
11262,0,0.545,0.405,0.175,0.98,0.2585,0.207,0.38,18
11263,2,0.48,0.395,0.15,0.6815,0.2145,0.1405,0.2495,18
11264,2,0.64,0.505,0.165,1.4435,0.6145,0.3035,0.39,18
11265,1,0.65,0.525,0.18,1.626,0.597,0.3445,0.53,18
11266,0,0.61,0.485,0.165,1.0915,0.3935,0.2435,0.33,18
11267,1,0.65,0.525,0.18,1.626,0.597,0.3445,0.53,18
11268,0,0.635,0.5,0.18,1.312,0.529,0.2485,0.485,18
11269,0,0.6,0.475,0.18,1.162,0.511,0.2675,0.32,18
11270,0,0.5,0.405,0.14,0.6735,0.265,0.124,0.25,18
11271,0,0.565,0.455,0.15,0.8205,0.365,0.159,0.26,18
11272,2,0.605,0.49,0.18,1.227,0.48,0.287,0.35,18
11273,2,0.7,0.53,0.19,1.3185,0.548,0.233,0.42,18
11274,2,0.57,0.475,0.195,1.0295,0.4635,0.1905,0.305,18
11275,2,0.64,0.505,0.165,1.4435,0.6145,0.3035,0.39,18
11276,2,0.645,0.485,0.155,1.489,0.5915,0.312,0.38,18
11277,0,0.645,0.49,0.19,1.3065,0.479,0.3565,0.345,18
11278,0,0.57,0.45,0.175,0.9555,0.38,0.1665,0.295,18
11279,2,0.52,0.435,0.195,0.973,0.2985,0.2135,0.355,18
11280,0,0.565,0.48,0.175,0.957,0.3885,0.215,0.275,18
11281,0,0.645,0.525,0.19,1.8085,0.7035,0.3885,0.395,18
11282,2,0.665,0.525,0.165,1.338,0.5515,0.3575,0.35,18
11283,2,0.635,0.51,0.155,1.156,0.428,0.289,0.315,18
11284,1,0.58,0.49,0.195,1.3165,0.5305,0.254,0.41,18
11285,2,0.545,0.41,0.145,0.873,0.3035,0.196,0.31,18
11286,0,0.545,0.405,0.175,0.98,0.2585,0.207,0.38,18
11287,2,0.565,0.455,0.17,0.9065,0.342,0.156,0.32,18
11288,1,0.65,0.525,0.18,1.626,0.597,0.3445,0.53,18
11289,2,0.605,0.475,0.16,1.616,0.5495,0.332,0.34,18
11290,0,0.635,0.5,0.18,1.312,0.529,0.2485,0.485,18
11291,2,0.565,0.455,0.17,0.9065,0.342,0.156,0.32,18
11292,2,0.565,0.455,0.17,0.9065,0.342,0.156,0.32,18
11293,0,0.58,0.455,0.155,0.8365,0.315,0.1385,0.32,18
11294,2,0.7,0.53,0.19,1.3185,0.548,0.233,0.42,18
11295,2,0.645,0.485,0.155,1.489,0.5915,0.312,0.38,18
11296,2,0.545,0.41,0.145,0.873,0.3035,0.196,0.31,18
11297,2,0.565,0.455,0.17,0.9065,0.342,0.156,0.32,18
11298,0,0.5,0.405,0.14,0.6735,0.265,0.124,0.25,18
11299,0,0.5,0.405,0.14,0.6735,0.265,0.124,0.25,18
11300,2,0.605,0.49,0.18,1.227,0.48,0.287,0.35,18
11301,2,0.52,0.435,0.195,0.973,0.2985,0.2135,0.355,18
11302,2,0.605,0.475,0.16,1.616,0.5495,0.332,0.34,18
11303,0,0.655,0.5,0.18,1.4155,0.508,0.314,0.445,18
11304,0,0.66,0.525,0.205,1.3665,0.5005,0.291,0.41,18
11305,0,0.565,0.48,0.175,0.957,0.3885,0.215,0.275,18
11306,2,0.565,0.455,0.17,0.9065,0.342,0.156,0.32,18
11307,0,0.645,0.525,0.19,1.8085,0.7035,0.3885,0.395,18
11308,2,0.525,0.425,0.12,0.8665,0.2825,0.176,0.29,18
11309,2,0.605,0.49,0.18,1.227,0.48,0.287,0.35,18
11310,2,0.635,0.51,0.155,1.156,0.428,0.289,0.315,18
11311,0,0.545,0.405,0.175,0.98,0.2585,0.207,0.38,18
11312,0,0.635,0.5,0.18,1.312,0.529,0.2485,0.485,18
11313,2,0.52,0.435,0.195,0.973,0.2985,0.2135,0.355,18
11314,0,0.58,0.455,0.155,0.8365,0.315,0.1385,0.32,18
11315,0,0.64,0.54,0.175,1.571,0.627,0.271,0.475,18
11316,0,0.6,0.475,0.18,1.162,0.511,0.2675,0.32,18
11317,2,0.605,0.49,0.18,1.227,0.48,0.287,0.35,18
11318,0,0.64,0.54,0.175,1.571,0.627,0.271,0.475,18
11319,0,0.64,0.54,0.175,1.571,0.627,0.271,0.475,18
11320,2,0.64,0.505,0.165,1.4435,0.6145,0.3035,0.39,18
11321,2,0.605,0.475,0.16,1.616,0.5495,0.332,0.34,18
11322,2,0.635,0.51,0.155,1.156,0.428,0.289,0.315,18
11323,2,0.48,0.395,0.15,0.6815,0.2145,0.1405,0.2495,18
11324,1,0.525,0.41,0.175,0.874,0.3585,0.207,0.205,18
11325,2,0.48,0.395,0.15,0.6815,0.2145,0.1405,0.2495,18
11326,0,0.565,0.455,0.15,0.8205,0.365,0.159,0.26,18
11327,1,0.58,0.49,0.195,1.3165,0.5305,0.254,0.41,18
11328,0,0.645,0.49,0.19,1.3065,0.479,0.3565,0.345,18
11329,0,0.565,0.48,0.175,0.957,0.3885,0.215,0.275,18
11330,0,0.57,0.45,0.175,0.9555,0.38,0.1665,0.295,18
11331,2,0.665,0.525,0.165,1.338,0.5515,0.3575,0.35,18
11332,1,0.65,0.525,0.18,1.626,0.597,0.3445,0.53,18
11333,0,0.5,0.405,0.14,0.6735,0.265,0.124,0.25,18
11334,0,0.645,0.525,0.19,1.8085,0.7035,0.3885,0.395,18
11335,2,0.525,0.425,0.12,0.8665,0.2825,0.176,0.29,18
11336,0,0.64,0.54,0.175,1.571,0.627,0.271,0.475,18
11337,0,0.58,0.455,0.155,0.8365,0.315,0.1385,0.32,18
11338,2,0.545,0.41,0.145,0.873,0.3035,0.196,0.31,18
11339,0,0.57,0.45,0.175,0.9555,0.38,0.1665,0.295,18
11340,0,0.645,0.525,0.19,1.8085,0.7035,0.3885,0.395,18
11341,0,0.635,0.5,0.18,1.312,0.529,0.2485,0.485,18
11342,0,0.635,0.5,0.18,1.312,0.529,0.2485,0.485,18
11343,2,0.605,0.475,0.16,1.616,0.5495,0.332,0.34,18
11344,0,0.545,0.405,0.175,0.98,0.2585,0.207,0.38,18
11345,0,0.575,0.45,0.17,1.0475,0.3775,0.1705,0.385,18
11346,0,0.565,0.48,0.175,0.957,0.3885,0.215,0.275,18
11347,0,0.57,0.45,0.175,0.9555,0.38,0.1665,0.295,18
11348,2,0.64,0.505,0.165,1.4435,0.6145,0.3035,0.39,18
11349,2,0.605,0.49,0.18,1.227,0.48,0.287,0.35,18
11350,1,0.65,0.525,0.18,1.626,0.597,0.3445,0.53,18
11351,2,0.525,0.425,0.12,0.8665,0.2825,0.176,0.29,18
11352,1,0.525,0.41,0.175,0.874,0.3585,0.207,0.205,18
11353,2,0.645,0.485,0.155,1.489,0.5915,0.312,0.38,18
11354,2,0.665,0.525,0.165,1.338,0.5515,0.3575,0.35,18
11355,2,0.57,0.475,0.195,1.0295,0.4635,0.1905,0.305,18
11356,0,0.645,0.525,0.19,1.8085,0.7035,0.3885,0.395,18
11357,2,0.525,0.425,0.12,0.8665,0.2825,0.176,0.29,18
11358,1,0.525,0.41,0.175,0.874,0.3585,0.207,0.205,18
11359,2,0.52,0.435,0.195,0.973,0.2985,0.2135,0.355,18
11360,0,0.6,0.475,0.18,1.162,0.511,0.2675,0.32,18
11361,2,0.545,0.41,0.145,0.873,0.3035,0.196,0.31,18
11362,0,0.6,0.475,0.18,1.162,0.511,0.2675,0.32,18
11363,2,0.615,0.48,0.19,1.36,0.5305,0.2375,0.47,18
11364,2,0.615,0.48,0.19,1.36,0.5305,0.2375,0.47,18
11365,2,0.48,0.395,0.15,0.6815,0.2145,0.1405,0.2495,18
11366,2,0.645,0.485,0.155,1.489,0.5915,0.312,0.38,18
11367,2,0.545,0.41,0.145,0.873,0.3035,0.196,0.31,18
11368,2,0.525,0.425,0.12,0.8665,0.2825,0.176,0.29,18
